年,作品名,映画ID,公開週,週末興収,累計興収,週間興収,マッチスコア
1953,映画 ドキドキ!プリキュア マナ結婚!!?未来につなぐ希望のドレス,48442,第1週,2.13億,2.13億,2.13億,100
1953,映画 ドキドキ!プリキュア マナ結婚!!?未来につなぐ希望のドレス,48442,第2週,1.49億,4.46億,2.32億,100
1953,映画 ドキドキ!プリキュア マナ結婚!!?未来につなぐ希望のドレス,48442,第3週,0.98億,6.62億,2.16億,100
1953,映画 ドキドキ!プリキュア マナ結婚!!?未来につなぐ希望のドレス,48442,第4週,0.73億,7.78億,1.16億,100
1953,映画 ドキドキ!プリキュア マナ結婚!!?未来につなぐ希望のドレス,48442,第5週,0.56億,8.63億,0.86億,100
1953,映画 ドキドキ!プリキュア マナ結婚!!?未来につなぐ希望のドレス,48442,第6週,0.35億,8.93億,0.30億,100
1953,映画 ドキドキ!プリキュア マナ結婚!!?未来につなぐ希望のドレス,48442,第7週,0.14億,9.49億,0.56億,100
1979,KIDS,104085,第1週,0.71億,0.71億,0.71億,100
1979,KIDS,104085,第2週,0.41億,1.81億,1.10億,100
1988,映画 ぐらんぶる,56596,第1週,0.76億,1.11億,1.11億,100
1988,映画 ぐらんぶる,56596,第2週,0.44億,2.88億,1.77億,100
1988,映画 ぐらんぶる,56596,第3週,0.26億,3.69億,0.81億,100
1988,映画 ぐらんぶる,56596,第4週,0.16億,4.14億,0.45億,100
1992,許されざる者,30882,第1週,1.44億,1.90億,1.90億,100
1992,許されざる者,30882,第2週,0.65億,4.35億,2.46億,100
1992,許されざる者,30882,第3週,0.29億,5.62億,1.27億,100
1992,許されざる者,30882,第4週,0.18億,6.25億,0.63億,100
1992,許されざる者,30882,第5週,,6.66億,0.41億,100
1997,ロスト・チルドレン,51009,第1週,3.26億,4.04億,4.04億,67
1997,ロスト・チルドレン,51009,第2週,3.46億,11.1億,7.10億,67
1997,ロスト・チルドレン,51009,第3週,3.20億,18.2億,7.03億,67
1997,ロスト・チルドレン,51009,第4週,3.20億,23.0億,4.80億,67
1997,ロスト・チルドレン,51009,第5週,2.09億,28.9億,5.97億,67
1997,ロスト・チルドレン,51009,第6週,1.77億,33.2億,4.25億,67
1997,ロスト・チルドレン,51009,第7週,1.34億,36.6億,3.42億,67
1997,ロスト・チルドレン,51009,第8週,0.91億,39.6億,2.93億,67
1997,ロスト・チルドレン,51009,第9週,0.56億,40.9億,1.36億,67
1997,ロスト・チルドレン,51009,第10週,0.21億,41.5億,0.62億,67
1997,楽園追放 Expelled from Paradise,14158,第1週,0.29億,0.29億,0.29億,100
1997,楽園追放 Expelled from Paradise,14158,第1週,0.22億,0.22億,0.22億,100
1997,楽園追放 Expelled from Paradise,14158,第2週,,0.40億,0.18億,100
1997,楽園追放 Expelled from Paradise,14158,第3週,,0.46億,,100
1997,楽園追放 Expelled from Paradise,14158,第4週,,0.47億,,100
1997,楽園追放 Expelled from Paradise,14158,第5週,,0.47億,,100
2000,ザ・マミー　呪われた砂漠の王女,44866,第1週,3.11億,4.10億,4.10億,60
2000,ザ・マミー　呪われた砂漠の王女,44866,第2週,1.50億,8.60億,4.50億,60
2000,ザ・マミー　呪われた砂漠の王女,44866,第3週,1.04億,11.6億,2.97億,60
2000,シュリ,1787,第1週,,0.10億,0.10億,100
2000,シュリ,1787,第2週,,0.19億,,100
2000,シュリ,1787,第3週,,0.23億,,100
2000,シュリ,1787,第4週,,0.24億,,100
2000,シュリ,1787,第5週,,0.25億,,100
2000,シュリ,1787,第7週,,0.26億,,100
2001,R.I.P.D.,79775,第1週,0.48億,0.61億,0.61億,75
2001,R.I.P.D.,79775,第2週,0.24億,1.30億,0.69億,75
2001,イン・ザ・ヒーロー,1044,第1週,0.47億,0.47億,0.47億,71
2001,イン・ザ・ヒーロー,1044,第2週,0.25億,1.27億,0.80億,71
2002,ハリー・ポッターと賢者の石,1076,第3週,0.17億,1.42億,,100
2002,ハリー・ポッターと賢者の石,1076,第1週,,0.12億,0.12億,100
2002,ハリー・ポッターと賢者の石,1076,第3週,0.17億,1.42億,,100
2002,ハリー・ポッターと賢者の石,1076,第1週,,0.12億,0.12億,100
2002,ロード・オブ・ザ・リング　二つの塔,1199,第2週,,0.56億,,100
2002,ロード・オブ・ザ・リング　二つの塔,1199,第3週,,0.67億,0.10億,100
2002,ロード・オブ・ザ・リング　二つの塔,1199,第1週,0.13億,0.13億,0.13億,100
2002,ロード・オブ・ザ・リング　ローハンの戦い,1199,第2週,,0.85億,,100
2002,ロード・オブ・ザ・リング　ローハンの戦い,1199,第3週,,1.04億,0.19億,100
2002,ロード・オブ・ザ・リング　ローハンの戦い,1199,第4週,,1.09億,,100
2002,ロード・オブ・ザ・リング　二つの塔,1199,第2週,,0.56億,,100
2002,ロード・オブ・ザ・リング　二つの塔,1199,第3週,,0.67億,0.10億,100
2002,ロード・オブ・ザ・リング　二つの塔,1199,第1週,0.13億,0.13億,0.13億,100
2002,モンスターズ・インク,1124,第1週,0.21億,0.21億,0.21億,100
2002,未来予想図 ～ア・イ・シ・テ・ルのサイン～,1172,第1週,0.84億,0.84億,0.84億,100
2002,未来予想図 ～ア・イ・シ・テ・ルのサイン～,1172,第2週,0.63億,2.63億,1.79億,100
2002,未来予想図 ～ア・イ・シ・テ・ルのサイン～,1172,第3週,0.50億,3.79億,1.16億,100
2002,未来予想図 ～ア・イ・シ・テ・ルのサイン～,1172,第4週,0.31億,4.59億,0.81億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第1週,9.05億,13.7億,13.7億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第2週,4.26億,25.0億,11.3億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第3週,2.54億,30.9億,5.86億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第4週,,34.3億,3.44億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第5週,,36.6億,2.29億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第6週,,38.4億,1.81億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第7週,,39.6億,1.15億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第8週,,40.5億,0.99億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第9週,,41.1億,0.58億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第1週,,0.16億,0.16億,100
2002,バイオハザード　ウェルカム・トゥ・ラクーンシティ,1019,第1週,1.61億,2.29億,2.29億,100
2002,バイオハザード　ウェルカム・トゥ・ラクーンシティ,1019,第2週,,4.15億,1.86億,100
2002,バイオハザード　ウェルカム・トゥ・ラクーンシティ,1019,第3週,,5.15億,1.00億,100
2002,バイオハザード　ウェルカム・トゥ・ラクーンシティ,1019,第4週,,5.64億,0.49億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第1週,9.05億,13.7億,13.7億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第2週,4.26億,25.0億,11.3億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第3週,2.54億,30.9億,5.86億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第4週,,34.3億,3.44億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第5週,,36.6億,2.29億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第6週,,38.4億,1.81億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第7週,,39.6億,1.15億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第8週,,40.5億,0.99億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第9週,,41.1億,0.58億,100
2002,スパイダーマン　ノー・ウェイ・ホーム,1178,第1週,,0.16億,0.16億,100
2002,スパイダーマン　アクロス・ザ・スパイダーバース,1178,第1週,3.96億,3.96億,3.96億,100
2002,スパイダーマン　アクロス・ザ・スパイダーバース,1178,第2週,1.83億,7.14億,3.18億,100
2002,スパイダーマン　アクロス・ザ・スパイダーバース,1178,第3週,0.96億,8.84億,1.70億,100
2002,スパイダーマン　アクロス・ザ・スパイダーバース,1178,第4週,0.60億,9.81億,0.98億,100
2002,スパイダーマン　アクロス・ザ・スパイダーバース,1178,第5週,0.39億,10.5億,0.64億,100
2002,スパイダーマン　アクロス・ザ・スパイダーバース,1178,第6週,,10.9億,0.42億,100
2002,スパイダーマン　アクロス・ザ・スパイダーバース,1178,第7週,,11.0億,0.15億,100
2003,The Super Mario Bros. Movie,5670,第1週,18.4億,18.4億,18.4億,60
2003,The Super Mario Bros. Movie,5670,第2週,24.7億,65.4億,47.0億,60
2003,The Super Mario Bros. Movie,5670,第3週,10.7億,80.5億,15.1億,60
2003,The Super Mario Bros. Movie,5670,第4週,7.43億,91.4億,10.9億,60
2003,The Super Mario Bros. Movie,5670,第5週,6.32億,100.6億,9.18億,60
2003,The Super Mario Bros. Movie,5670,第6週,5.76億,109.6億,9.03億,60
2003,The Super Mario Bros. Movie,5670,第7週,4.32億,115.9億,6.25億,60
2003,The Super Mario Bros. Movie,5670,第8週,2.76億,120.0億,4.16億,60
2003,The Super Mario Bros. Movie,5670,第9週,2.54億,123.4億,3.41億,60
2003,The Super Mario Bros. Movie,5670,第10週,2.20億,126.4億,2.93億,60
2003,The Super Mario Bros. Movie,5670,第11週,1.61億,128.4億,2.04億,60
2003,The Super Mario Bros. Movie,5670,第12週,1.35億,130.1億,1.70億,60
2003,The Super Mario Bros. Movie,5670,第13週,0.91億,132.2億,2.06億,60
2003,The Super Mario Bros. Movie,5670,第14週,0.84億,133.9億,1.76億,60
2003,The Super Mario Bros. Movie,5670,第15週,0.57億,135.3億,1.42億,60
2003,The Super Mario Bros. Movie,5670,第16週,0.84億,136.8億,1.48億,60
2003,The Super Mario Bros. Movie,5670,第17週,,138.4億,1.53億,60
2003,The Super Mario Bros. Movie,5670,第18週,,139.1億,0.69億,60
2003,The Super Mario Bros. Movie,5670,第19週,,139.4億,0.30億,60
2003,The Super Mario Bros. Movie,5670,第20週,,139.5億,0.10億,60
2003,The Super Mario Bros. Movie,5670,第25週,,139.9億,,60
2003,The Super Mario Bros. Movie,5670,第26週,,140.1億,0.14億,60
2004,ハリー・ポッターとアズカバンの囚人,1078,第2週,12.6億,42.0億,,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第3週,9.99億,58.6億,16.6億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第4週,7.33億,71.1億,12.6億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第5週,4.33億,85.2億,14.1億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第6週,4.58億,94.7億,9.55億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第7週,2.83億,102.4億,7.61億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第8週,4.12億,115.6億,13.2億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第9週,2.01億,119.3億,3.71億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第10週,1.78億,123.8億,4.51億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第11週,1.20億,129.4億,5.61億,100
2004,ハリー・ポッターとアズカバンの囚人,1078,第12週,0.73億,133.4億,4.07億,100
2004,CASSHERN,1325,第2週,2.10億,9.32億,,100
2004,CASSHERN,1325,第3週,1.09億,11.2億,1.88億,100
2004,CASSHERN,1325,第4週,0.80億,12.6億,1.37億,100
2004,CASSHERN,1325,第5週,0.45億,13.6億,1.07億,100
2004,クイール,40963,第1週,2.41億,2.41億,2.41億,100
2004,クイール,40963,第2週,2.08億,6.80億,4.39億,100
2004,クイール,40963,第3週,1.51億,10.9億,4.06億,100
2004,クイール,40963,第4週,1.51億,15.6億,4.71億,100
2004,クイール,40963,第5週,0.91億,17.9億,2.30億,100
2004,クイール,40963,第6週,0.59億,19.6億,1.71億,100
2004,クイール,40963,第8週,0.14億,21.2億,,100
2004,出口のない海,41011,第1週,1.30億,1.30億,1.30億,67
2004,出口のない海,41011,第2週,0.77億,3.45億,2.15億,67
2004,LOVE まさお君が行く!,79215,第1週,0.57億,0.57億,0.57億,67
2004,LOVE まさお君が行く!,79215,第2週,0.43億,1.50億,0.94億,67
2004,LOVE まさお君が行く!,79215,第3週,0.21億,1.97億,0.47億,67
2004,LOVE まさお君が行く!,79215,第4週,0.11億,2.23億,0.26億,67
2004,ワンピースONE PIECE 呪われた聖剣,40956,第1週,2.84億,2.84億,2.84億,71
2004,ワンピースONE PIECE 呪われた聖剣,40956,第2週,2.03億,5.53億,2.69億,71
2004,ワンピースONE PIECE 呪われた聖剣,40956,第3週,1.54億,7.70億,2.18億,71
2004,ワンピースONE PIECE 呪われた聖剣,40956,第4週,1.21億,10.4億,2.71億,71
2004,ワンピースONE PIECE 呪われた聖剣,40956,第5週,1.18億,14.1億,3.68億,71
2004,半落ち,1418,第1週,1.55億,1.55億,1.55億,100
2004,半落ち,1418,第2週,1.20億,5.18億,3.63億,100
2004,半落ち,1418,第3週,1.12億,8.00億,2.82億,100
2004,半落ち,1418,第4週,1.30億,11.0億,3.01億,100
2004,半落ち,1418,第5週,0.81億,13.4億,2.39億,100
2004,半落ち,1418,第6週,0.43億,15.5億,2.12億,100
2004,劇場版 仮面ライダーカブト GOD SPEED LOVE,79215,第1週,1.66億,1.66億,1.66億,80
2004,劇場版 仮面ライダーカブト GOD SPEED LOVE,79215,第2週,1.37億,4.13億,2.47億,80
2004,劇場版 仮面ライダーカブト GOD SPEED LOVE,79215,第3週,0.80億,7.08億,2.95億,80
2004,劇場版 仮面ライダーカブト GOD SPEED LOVE,79215,第4週,0.59億,8.36億,1.28億,80
2004,ワンス・アポン・ア・タイム・イン・ハリウッド,1201,第1週,2.26億,3.01億,3.01億,83
2004,ワンス・アポン・ア・タイム・イン・ハリウッド,1201,第2週,1.30億,6.42億,3.41億,83
2004,ワンス・アポン・ア・タイム・イン・ハリウッド,1201,第3週,0.89億,8.60億,2.18億,83
2004,ワンス・アポン・ア・タイム・イン・ハリウッド,1201,第4週,0.46億,10.1億,1.46億,83
2005,私の彼女を紹介します,1749,第1週,2.34億,2.34億,2.34億,90
2005,私の彼女を紹介します,1749,第4週,0.90億,13.5億,,90
2005,私の彼女を紹介します,1749,第5週,0.97億,17.3億,3.81億,90
2005,私の彼女を紹介します,1749,第6週,0.53億,18.1億,0.84億,90
2005,私の彼女を紹介します,1749,第1週,2.34億,2.34億,2.34億,90
2005,私の彼女を紹介します,1749,第4週,0.90億,13.5億,,90
2005,私の彼女を紹介します,1749,第5週,0.97億,17.3億,3.81億,90
2005,私の彼女を紹介します,1749,第6週,0.53億,18.1億,0.84億,90
2005,シン・デレラ,1335,第1週,5.56億,5.56億,5.56億,83
2005,シン・デレラ,1335,第2週,5.12億,19.4億,13.8億,83
2005,シン・デレラ,1335,第3週,3.31億,33.8億,14.4億,83
2005,シン・デレラ,1335,第4週,,40.0億,6.24億,83
2005,シン・デレラ,1335,第5週,2.47億,45.4億,5.37億,83
2005,シン・デレラ,1335,第6週,,49.6億,4.25億,83
2005,シン・デレラ,1335,第7週,,52.0億,2.38億,83
2005,シン・デレラ,1335,第7週,,0.10億,,83
2005,SHINOBI,1646,第1週,3.26億,3.26億,3.26億,100
2005,SHINOBI,1646,第2週,1.56億,6.92億,3.65億,100
2005,SHINOBI,1646,第3週,1.07億,9.49億,2.58億,100
2005,SHINOBI,1646,第4週,0.76億,11.5億,2.04億,100
2005,SHINOBI,1646,第5週,0.51億,12.6億,1.02億,100
2005,SHINOBI,1646,第6週,0.27億,13.3億,0.77億,100
2005,東京タワー～オカンとボクと、時々、オトン～,41434,第1週,1.94億,1.94億,1.94億,100
2005,東京タワー～オカンとボクと、時々、オトン～,41434,第2週,1.58億,6.24億,4.30億,100
2005,東京タワー～オカンとボクと、時々、オトン～,41434,第3週,1.06億,9.38億,3.14億,100
2005,東京タワー～オカンとボクと、時々、オトン～,41434,第4週,1.18億,13.3億,3.88億,100
2005,東京タワー～オカンとボクと、時々、オトン～,41434,第5週,0.63億,15.0億,1.77億,100
2005,東京タワー～オカンとボクと、時々、オトン～,41434,第6週,0.45億,16.5億,1.46億,100
2005,劇場版 仮面ライダー響鬼と7人の戦鬼,76643,第1週,2.77億,2.77億,2.77億,89
2005,ワンピースONE PIECE THE MOVIE オマツリ男爵と秘密の島,41403,第1週,1.75億,1.75億,1.75億,81
2005,ワンピースONE PIECE THE MOVIE オマツリ男爵と秘密の島,41403,第2週,1.25億,3.46億,1.71億,81
2005,ワンピースONE PIECE THE MOVIE オマツリ男爵と秘密の島,41403,第3週,0.94億,5.50億,2.05億,81
2005,ワンピースONE PIECE THE MOVIE オマツリ男爵と秘密の島,41403,第4週,0.79億,6.87億,1.37億,81
2005,ワンピースONE PIECE THE MOVIE オマツリ男爵と秘密の島,41403,第5週,1.02億,9.85億,2.98億,81
2005,ワンピースONE PIECE THE MOVIE オマツリ男爵と秘密の島,41403,第6週,0.44億,11.3億,1.41億,81
2005,北の零年,76559,第1週,2.53億,2.53億,2.53億,100
2005,北の零年,76559,第2週,2.24億,7.82億,5.29億,100
2005,北の零年,76559,第3週,1.71億,12.0億,4.21億,100
2005,北の零年,76559,第4週,1.21億,15.1億,3.09億,100
2005,北の零年,76559,第5週,1.14億,18.2億,3.10億,100
2005,北の零年,76559,第6週,0.81億,20.3億,2.12億,100
2005,北の零年,76559,第7週,0.68億,22.2億,1.87億,100
2005,私の頭の中の消しゴム,1473,第1週,2.25億,2.25億,2.25億,100
2005,私の頭の中の消しゴム,1473,第2週,2.18億,7.64億,5.38億,100
2005,私の頭の中の消しゴム,1473,第3週,2.15億,13.8億,6.15億,100
2005,私の頭の中の消しゴム,1473,第4週,1.89億,18.5億,4.71億,100
2005,私の頭の中の消しゴム,1473,第5週,1.28億,22.0億,3.52億,100
2005,私の頭の中の消しゴム,1473,第6週,0.98億,25.2億,3.18億,100
2005,私の頭の中の消しゴム,1473,第7週,0.70億,27.2億,2.01億,100
2005,私の頭の中の消しゴム,1473,第8週,0.32億,28.4億,1.18億,100
2005,私の頭の中の消しゴム,1473,第9週,,28.9億,0.52億,100
2006,ブレイブ ストーリー,1309,第1週,2.43億,2.43億,2.43億,100
2006,ブレイブ ストーリー,1309,第2週,1.46億,5.20億,2.77億,100
2006,ブレイブ ストーリー,1309,第3週,0.93億,8.01億,2.81億,100
2006,ブレイブ ストーリー,1309,第4週,0.92億,10.5億,2.47億,100
2006,ブレイブ ストーリー,1309,第5週,0.68億,12.6億,2.13億,100
2006,キングコング　髑髏島の巨神,84000,第1週,3.96億,3.96億,3.96億,100
2006,キングコング　髑髏島の巨神,84000,第2週,3.03億,11.6億,7.60億,100
2006,キングコング　髑髏島の巨神,84000,第3週,1.69億,15.9億,4.34億,100
2006,カーズ　クロスロード,85218,第1週,3.20億,3.20億,3.20億,100
2006,カーズ　クロスロード,85218,第2週,1.78億,7.96億,4.76億,100
2006,カーズ　クロスロード,85218,第3週,1.25億,11.0億,3.08億,100
2006,カーズ　クロスロード,85218,第5週,0.60億,14.8億,,100
2006,タイヨウのうた,87482,第1週,1.29億,1.29億,1.29億,100
2006,タイヨウのうた,87482,第2週,1.03億,3.51億,2.22億,100
2006,タイヨウのうた,87482,第3週,0.94億,5.52億,2.01億,100
2006,タイヨウのうた,87482,第4週,0.74億,7.20億,1.67億,100
2006,タイヨウのうた,87482,第5週,0.40億,8.30億,1.10億,100
2006,子ぎつねヘレン,41614,第1週,1.69億,1.69億,1.69億,100
2006,子ぎつねヘレン,41614,第2週,1.39億,5.56億,3.87億,100
2006,子ぎつねヘレン,41614,第3週,1.74億,10.5億,4.99億,100
2006,子ぎつねヘレン,41614,第4週,0.99億,13.9億,3.40億,100
2006,子ぎつねヘレン,41614,第5週,0.76億,15.4億,1.45億,100
2006,男たちの大和／YAMATO,1426,第1週,3.43億,3.43億,3.43億,92
2006,男たちの大和／YAMATO,1426,第2週,2.84億,10.5億,7.07億,92
2006,男たちの大和／YAMATO,1426,第5週,2.29億,31.5億,,92
2006,男たちの大和／YAMATO,1426,第6週,1.73億,35.4億,3.90億,92
2006,男たちの大和／YAMATO,1426,第7週,1.39億,38.6億,3.19億,92
2006,男たちの大和／YAMATO,1426,第8週,1.07億,41.1億,2.50億,92
2006,男たちの大和／YAMATO,1426,第9週,0.92億,43.2億,2.04億,92
2006,男たちの大和／YAMATO,1426,第10週,0.71億,44.7億,1.52億,92
2006,男たちの大和／YAMATO,1426,第11週,0.65億,46.0億,1.37億,92
2006,バルトの楽園,56511,第1週,1.30億,1.30億,1.30億,100
2006,バルトの楽園,56511,第2週,1.14億,3.68億,2.39億,100
2006,バルトの楽園,56511,第3週,0.91億,5.44億,1.76億,100
2006,バルトの楽園,56511,第7週,0.85億,10.0億,,100
2006,明日の記憶,56527,第1週,2.05億,2.05億,2.05億,100
2006,明日の記憶,56527,第2週,1.52億,6.86億,4.81億,100
2006,明日の記憶,56527,第3週,1.52億,11.0億,4.15億,100
2006,明日の記憶,56527,第4週,1.07億,14.6億,3.63億,100
2006,明日の記憶,56527,第5週,0.65億,17.3億,2.62億,100
2006,明日の記憶,56527,第6週,0.45億,18.9億,1.59億,100
2006,男たちの大和／YAMATO,1426,第1週,3.43億,3.43億,3.43億,92
2006,男たちの大和／YAMATO,1426,第2週,2.84億,10.5億,7.07億,92
2006,男たちの大和／YAMATO,1426,第5週,2.29億,31.5億,,92
2006,男たちの大和／YAMATO,1426,第6週,1.73億,35.4億,3.90億,92
2006,男たちの大和／YAMATO,1426,第7週,1.39億,38.6億,3.19億,92
2006,男たちの大和／YAMATO,1426,第8週,1.07億,41.1億,2.50億,92
2006,男たちの大和／YAMATO,1426,第9週,0.92億,43.2億,2.04億,92
2006,男たちの大和／YAMATO,1426,第10週,0.71億,44.7億,1.52億,92
2006,男たちの大和／YAMATO,1426,第11週,0.65億,46.0億,1.37億,92
2006,劇場版 仮面ライダーディケイド オールライダー対大ショッカー,85218,第1週,4.77億,4.77億,4.77億,80
2006,劇場版 仮面ライダーディケイド オールライダー対大ショッカー,85218,第2週,2.16億,11.9億,7.16億,80
2006,劇場版 仮面ライダーディケイド オールライダー対大ショッカー,85218,第3週,1.26億,15.2億,3.22億,80
2006,劇場版 仮面ライダーディケイド オールライダー対大ショッカー,85218,第4週,0.97億,17.2億,2.03億,80
2006,劇場版 仮面ライダーディケイド オールライダー対大ショッカー,85218,第5週,0.45億,18.0億,0.86億,80
2007,武士の一分（いちぶん）,1441,第1週,3.18億,4.35億,4.35億,100
2007,武士の一分（いちぶん）,1441,第2週,2.64億,7.28億,2.93億,100
2007,武士の一分（いちぶん）,1441,第3週,1.78億,16.6億,9.29億,100
2007,武士の一分（いちぶん）,1441,第4週,1.58億,18.4億,1.81億,100
2007,武士の一分（いちぶん）,1441,第5週,0.88億,20.5億,2.11億,100
2007,武士の一分（いちぶん）,1441,第6週,1.59億,29.3億,8.78億,100
2007,武士の一分（いちぶん）,1441,第7週,1.14億,32.5億,3.27億,100
2007,武士の一分（いちぶん）,1441,第8週,0.84億,34.9億,2.40億,100
2007,大日本人,1894,第1週,2.27億,2.29億,2.29億,100
2007,大日本人,1894,第2週,1.63億,6.18億,3.89億,100
2007,大日本人,1894,第3週,0.90億,8.43億,2.25億,100
2007,大日本人,1894,第4週,0.60億,9.80億,1.36億,100
2007,大日本人,1894,第5週,0.34億,10.7億,0.94億,100
2007,蒼き狼 地果て海尽きるまで,1006,第1週,1.96億,1.96億,1.96億,100
2007,蒼き狼 地果て海尽きるまで,1006,第2週,1.54億,5.77億,3.81億,100
2007,蒼き狼 地果て海尽きるまで,1006,第3週,0.83億,8.21億,2.44億,100
2007,蒼き狼 地果て海尽きるまで,1006,第4週,0.63億,9.97億,1.77億,100
2007,武士の一分（いちぶん）,1441,第1週,3.18億,4.35億,4.35億,100
2007,武士の一分（いちぶん）,1441,第2週,2.64億,7.28億,2.93億,100
2007,武士の一分（いちぶん）,1441,第3週,1.78億,16.6億,9.29億,100
2007,武士の一分（いちぶん）,1441,第4週,1.58億,18.4億,1.81億,100
2007,武士の一分（いちぶん）,1441,第5週,0.88億,20.5億,2.11億,100
2007,武士の一分（いちぶん）,1441,第6週,1.59億,29.3億,8.78億,100
2007,武士の一分（いちぶん）,1441,第7週,1.14億,32.5億,3.27億,100
2007,武士の一分（いちぶん）,1441,第8週,0.84億,34.9億,2.40億,100
2007,劇場版 金色のガッシュベル!! 101番目の魔物,1781,第1週,1.45億,1.45億,1.45億,67
2007,劇場版 金色のガッシュベル!! 101番目の魔物,1781,第2週,1.02億,4.66億,3.21億,67
2007,劇場版 金色のガッシュベル!! 101番目の魔物,1781,第3週,0.56億,6.65億,1.98億,67
2007,劇場版 仮面ライダー電王 俺、誕生!,34099,第1週,2.41億,2.41億,2.41億,89
2007,劇場版 仮面ライダー電王 俺、誕生!,34099,第2週,1.44億,5.66億,3.25億,89
2007,劇場版 仮面ライダー電王 俺、誕生!,34099,第3週,1.06億,9.53億,3.87億,89
2007,劇場版 仮面ライダー電王 俺、誕生!,34099,第4週,0.79億,11.4億,1.83億,89
2007,俺は、君のためにこそ死ににいく,33966,第1週,1.79億,1.79億,1.79億,86
2007,俺は、君のためにこそ死ににいく,33966,第2週,1.32億,4.74億,2.95億,86
2007,俺は、君のためにこそ死ににいく,33966,第3週,0.83億,6.78億,2.04億,86
2007,俺は、君のためにこそ死ににいく,33966,第4週,0.44億,8.07億,1.29億,86
2007,俺は、君のためにこそ死ににいく,33966,第5週,0.36億,8.87億,0.80億,86
2008,銀幕版　スシ王子！～ニューヨークへ行く～,53343,第1週,0.80億,0.80億,0.80億,89
2008,Sweet Rain　死神の精度,53340,第1週,0.83億,0.83億,0.83億,94
2008,Sweet Rain　死神の精度,53340,第2週,0.63億,2.49億,1.65億,94
2008,Sweet Rain　死神の精度,53340,第3週,0.36億,3.70億,1.22億,94
2008,42,53325,第1週,0.54億,0.76億,0.76億,100
2008,42,53325,第2週,0.32億,1.88億,1.12億,100
2008,42,53325,第3週,0.18億,2.40億,0.52億,100
2008,砂時計サナトリウム,104021,第1週,,0.45億,0.45億,100
2008,ゲゲゲの鬼太郎,53564,第1週,3.21億,3.21億,3.21億,100
2008,ゲゲゲの鬼太郎,53564,第2週,4.20億,14.4億,11.2億,100
2008,ゲゲゲの鬼太郎,53564,第3週,1.80億,17.4億,3.01億,100
2008,ゲゲゲの鬼太郎,53564,第4週,1.40億,19.7億,2.24億,100
2008,ゲゲゲの鬼太郎,53564,第5週,0.81億,21.1億,1.45億,100
2008,ゲゲゲの鬼太郎,53564,第6週,0.45億,22.0億,0.89億,100
2008,ゲゲゲの鬼太郎,53564,第7週,0.35億,22.5億,0.44億,100
2008,特命係長 只野仁 最後の劇場版,53338,第1週,0.84億,0.84億,0.84億,100
2008,特命係長 只野仁 最後の劇場版,53338,第2週,0.58億,2.24億,1.40億,100
2008,釣りバカ日誌19～ようこそ！鈴木建設御一行様～,53336,第1週,0.82億,0.82億,0.82億,95
2008,大決戦！超ウルトラ8兄弟,53550,第1週,2.29億,2.29億,2.29億,100
2008,大決戦！超ウルトラ8兄弟,53550,第2週,1.20億,4.87億,2.58億,100
2008,大決戦！超ウルトラ8兄弟,53550,第3週,0.64億,6.44億,1.57億,100
2008,大決戦！超ウルトラ8兄弟,53550,第4週,0.44億,7.19億,0.76億,100
2008,おくりびと,53337,第1週,2.37億,2.37億,2.37億,100
2008,おくりびと,53337,第2週,1.88億,8.26億,5.89億,100
2008,おくりびと,53337,第3週,1.55億,13.3億,5.01億,100
2008,おくりびと,53337,第4週,1.19億,17.1億,3.86億,100
2008,おくりびと,53337,第5週,1.04億,20.1億,2.93億,100
2008,おくりびと,53337,第6週,0.71億,22.6億,2.59億,100
2008,おくりびと,53337,第7週,0.57億,24.5億,1.84億,100
