年,作品名,映画ID,公開週,週末興収,累計興収,週間興収,マッチスコア
2025,ウィキッド　ふたりの魔女,102037,第14週,,35.2億,,92
2025,ウィキッド　ふたりの魔女,102037,第15週,,35.3億,,92
2025,ウィキッド　ふたりの魔女,102037,第16週,,35.3億,,92
2025,ウィキッド　ふたりの魔女,102037,第17週,,35.3億,,92
2025,野生の島のロズ,102083,第1週,1.70億,1.70億,1.70億,100
2025,野生の島のロズ,102083,第2週,1.12億,4.44億,2.73億,100
2025,野生の島のロズ,102083,第3週,0.94億,6.36億,1.92億,100
2025,野生の島のロズ,102083,第4週,,7.09億,0.73億,100
2025,野生の島のロズ,102083,第5週,,7.48億,0.39億,100
2025,野生の島のロズ,102083,第6週,,7.72億,0.24億,100
2025,野生の島のロズ,102083,第7週,,7.84億,0.12億,100
2025,野生の島のロズ,102083,第8週,,7.91億,,100
2025,野生の島のロズ,102083,第9週,,7.96億,,100
2025,ジョーズ,104210,第1週,,0.21億,0.21億,100
2025,デビルマン,102960,第1週,1.15億,1.15億,1.15億,60
2025,デビルマン,102960,第2週,0.57億,2.90億,1.75億,60
2025,デビルマン,102960,第3週,0.37億,3.76億,,60
2025,デビルマン,102960,第4週,0.24億,4.32億,0.55億,60
2025,Dear Friends ディア フレンズ,101711,第1週,0.42億,0.43億,0.43億,67
2025,仮面ライダーX仮面ライダーX仮面ライダー THE MOVIE 超電王トリロジー／EPISODE RED～EPISODE RED　ゼロのスタートウィンクル～,101711,第1週,2.33億,2.33億,2.33億,100
2025,仮面ライダーX仮面ライダーX仮面ライダー THE MOVIE 超電王トリロジー／EPISODE RED～EPISODE RED　ゼロのスタートウィンクル～,101711,第2週,1.05億,3.99億,1.67億,100
2025,ルームメイト,102147,第1週,0.48億,0.48億,0.48億,100
2025,ルームメイト,102147,第2週,0.30億,1.28億,0.80億,100
2025,ルームメイト,102147,第3週,0.19億,1.80億,0.52億,100
2025,劇場版トリコ 美食神の超食宝,101792,第1週,0.55億,0.55億,0.55億,67
2025,劇場版トリコ 美食神の超食宝,101792,第2週,0.25億,1.37億,0.81億,67
2025,劇場版トリコ 美食神の超食宝,101792,第3週,0.15億,1.81億,0.45億,67
2025,劇場版アイカツ！,103911,第1週,1.73億,1.73億,1.73億,100
2025,劇場版アイカツ！,103911,第2週,,2.14億,0.41億,100
2025,劇場版アイカツ！,103911,第2週,,0.41億,,100
2025,劇場版アイカツ！,103911,第3週,0.12億,0.58億,0.17億,100
2025,劇場版アイカツ！,103911,第4週,,0.62億,,100
2025,聖闘士星矢 Legend of Sanctuary,101711,第1週,0.82億,0.82億,0.82億,67
2025,聖闘士星矢 Legend of Sanctuary,101711,第2週,0.38億,1.65億,0.83億,67
2025,聖闘士星矢 Legend of Sanctuary,101711,第3週,0.24億,2.20億,0.54億,67
2025,アリのままでいたい,97590,第1週,0.37億,0.37億,0.37億,67
2025,アリのままでいたい,97590,第4週,0.12億,1.76億,,67
2025,honey,103144,第1週,0.64億,0.64億,0.64億,60
2025,劇場版アイカツ！,103911,第1週,1.73億,1.73億,1.73億,100
2025,劇場版アイカツ！,103911,第2週,,2.14億,0.41億,100
2025,劇場版アイカツ！,103911,第2週,,0.41億,,100
2025,劇場版アイカツ！,103911,第3週,0.12億,0.58億,0.17億,100
2025,劇場版アイカツ！,103911,第4週,,0.62億,,100
2025,BADBOYS THE MOVIE,103182,第1週,0.44億,0.44億,0.44億,94
2025,BADBOYS THE MOVIE,103182,第2週,,0.68億,0.23億,94
2025,BADBOYS THE MOVIE,103182,第3週,,0.82億,0.15億,94
2025,BADBOYS THE MOVIE,103182,第4週,,0.89億,,94
2025,BADBOYS THE MOVIE,103182,第5週,,0.91億,,94
2025,花まんま,102223,第1週,1.14億,1.14億,1.14億,100
2025,花まんま,102223,第2週,0.89億,4.25億,3.12億,100
2025,花まんま,102223,第3週,0.44億,5.00億,0.75億,100
2025,花まんま,102223,第4週,,5.65億,0.65億,100
2025,花まんま,102223,第5週,,5.99億,0.34億,100
2025,花まんま,102223,第6週,,6.18億,0.19億,100
2025,花まんま,102223,第7週,,6.26億,,100
2025,花まんま,102223,第8週,,6.29億,,100
2025,花まんま,102223,第9週,,6.30億,,100
2025,花まんま,102223,第10週,,6.31億,,100
2025,花まんま,102223,第11週,,6.32億,,100
2025,映画おしりたんてい　スター・アンド・ムーン,103095,第1週,,0.49億,0.49億,95
2025,映画おしりたんてい　スター・アンド・ムーン,103095,第2週,,0.87億,0.38億,95
2025,映画おしりたんてい　スター・アンド・ムーン,103095,第3週,,1.18億,0.31億,95
2025,映画おしりたんてい　スター・アンド・ムーン,103095,第4週,,1.31億,0.13億,95
2025,映画おしりたんてい　スター・アンド・ムーン,103095,第5週,,1.34億,,95
2025,映画おしりたんてい　スター・アンド・ムーン,103095,第6週,,1.35億,,95
2025,映画おしりたんてい　スター・アンド・ムーン,103095,第7週,,1.37億,,95
2025,35年目のラブレター,101326,第1週,1.90億,1.90億,1.90億,100
2025,35年目のラブレター,101326,第2週,1.47億,5.13億,3.22億,100
2025,35年目のラブレター,101326,第3週,0.80億,7.22億,2.09億,100
2025,35年目のラブレター,101326,第4週,0.58億,8.60億,1.38億,100
2025,35年目のラブレター,101326,第5週,0.33億,9.41億,0.81億,100
2025,35年目のラブレター,101326,第6週,0.26億,9.91億,0.50億,100
2025,35年目のラブレター,101326,第7週,,10.3億,0.35億,100
2025,35年目のラブレター,101326,第8週,,10.5億,0.22億,100
2025,35年目のラブレター,101326,第9週,,10.6億,0.14億,100
2025,35年目のラブレター,101326,第10週,,10.6億,,100
2025,35年目のラブレター,101326,第11週,,10.7億,,100
2025,35年目のラブレター,101326,第12週,,10.7億,,100
2025,35年目のラブレター,101326,第13週,,10.7億,,100
2025,35年目のラブレター,101326,第14週,,10.7億,,100
2025,35年目のラブレター,101326,第15週,,10.7億,,100
2025,35年目のラブレター,101326,第16週,,10.7億,,100
2025,結束、その先へ～侍たちの苦悩と希望～,103279,第1週,,0.13億,0.13億,94
2025,結束、その先へ～侍たちの苦悩と希望～,103279,第2週,,0.20億,,94
2025,結束、その先へ～侍たちの苦悩と希望～,103279,第3週,,0.24億,,94
2025,結束、その先へ～侍たちの苦悩と希望～,103279,第4週,,0.26億,,94
2025,大きな玉ねぎの下で,102258,第1週,0.29億,0.29億,0.29億,100
2025,大きな玉ねぎの下で,102258,第2週,,0.67億,0.38億,100
2025,大きな玉ねぎの下で,102258,第3週,,0.82億,0.15億,100
2025,大きな玉ねぎの下で,102258,第4週,,0.87億,,100
2025,大きな玉ねぎの下で,102258,第5週,,0.89億,,100
2025,大きな玉ねぎの下で,102258,第6週,,0.89億,,100
2025,室町無頼,101243,第1週,,1.81億,1.81億,100
2025,室町無頼,101243,第2週,0.77億,3.65億,1.84億,100
2025,室町無頼,101243,第3週,,4.67億,1.02億,100
2025,室町無頼,101243,第4週,,5.11億,0.44億,100
2025,室町無頼,101243,第5週,,5.41億,0.30億,100
2025,室町無頼,101243,第7週,,5.60億,,100
2025,室町無頼,101243,第8週,,5.61億,,100
2025,室町無頼,101243,第9週,,5.62億,,100
2025,室町無頼,101243,第10週,,5.62億,,100
2025,室町無頼,101243,第11週,,5.62億,,100
2025,スティーブ・ジョブズ,104210,第1週,0.38億,0.54億,0.54億,75
2025,スティーブ・ジョブズ,104210,第2週,0.18億,1.14億,0.60億,75
2025,スプリング・ガーデンの恋人,102161,第2週,,0.30億,,67
2025,モネ・ゲーム,102147,第1週,0.23億,0.29億,0.29億,67
2025,RED ROOMS レッドルームズ,102147,第1週,0.57億,0.68億,0.68億,100
2025,RED ROOMS レッドルームズ,102147,第2週,0.35億,1.76億,1.08億,100
2025,ノー・アザー・ランド　故郷は他にない,102564,第1週,4.16億,5.57億,5.57億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第2週,3.94億,15.8億,10.2億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第3週,3.01億,23.8億,7.96億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第4週,2.19億,29.2億,5.45億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第5週,1.33億,33.3億,4.09億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第6週,1.19億,36.3億,3.02億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第7週,0.97億,38.1億,1.74億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第10週,0.18億,40.9億,,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第11週,0.13億,42.0億,1.08億,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第17週,,42.2億,,94
2025,ノー・アザー・ランド　故郷は他にない,102564,第18週,,42.4億,0.25億,94
2025,TÁR,103880,第1週,0.40億,0.40億,0.40億,67
2025,ストップ・メイキング・センス,97592,第1週,0.14億,0.14億,0.14億,75
2025,ストップ・メイキング・センス,97592,第3週,,0.52億,,75
2025,ストップ・メイキング・センス,97592,第4週,,0.58億,,75
2025,ストップ・メイキング・センス,97592,第5週,,0.61億,,75
2025,ストップ・メイキング・センス,97592,第6週,,0.63億,,75
2025,ストップ・メイキング・センス,97592,第7週,,0.64億,,75
2025,ストップ・メイキング・センス,97592,第8週,,0.65億,,75
2025,ストップ・メイキング・センス,97592,第9週,,0.66億,,75
2025,ストップ・メイキング・センス,97592,第10週,,0.67億,,75
2025,ストップ・メイキング・センス,97592,第11週,,0.67億,,75
2025,ストップ・メイキング・センス,97592,第12週,,0.68億,,75
2025,映画　おっさんのパンツがなんだっていいじゃないか！,103629,第1週,0.19億,0.19億,0.19億,96
2025,君がトクベツ,103409,第1週,1.40億,1.40億,1.40億,100
2025,君がトクベツ,103409,第2週,0.59億,2.42億,1.02億,100
2025,君がトクベツ,103409,第3週,,3.07億,0.65億,100
2025,サブスタンス,101590,第1週,,0.61億,0.61億,100
2025,サブスタンス,101590,第2週,,1.37億,0.76億,100
2025,サブスタンス,101590,第3週,,1.86億,0.49億,100
2025,サブスタンス,101590,第4週,,2.12億,0.27億,100
2025,サブスタンス,101590,第5週,,2.26億,0.14億,100
2025,サブスタンス,101590,第6週,,2.33億,,100
2025,サブスタンス,101590,第7週,,2.36億,,100
2025,サブスタンス,101590,第8週,,2.38億,,100
2025,クィア QUEER,102154,第2週,,0.18億,,100
2025,クィア QUEER,102154,第3週,,0.23億,,100
2025,クィア QUEER,102154,第4週,,0.27億,,100
2025,クィア QUEER,102154,第5週,,0.29億,,100
2025,クィア QUEER,102154,第6週,,0.31億,,100
2025,クィア QUEER,102154,第7週,,0.31億,,100
2025,クィア QUEER,102154,第8週,,0.32億,,100
2025,クィア QUEER,102154,第9週,,0.32億,,100
2025,シンシン SING SING,103060,第2週,,0.23億,0.14億,100
2025,シンシン SING SING,103060,第3週,,0.32億,,100
2025,シンシン SING SING,103060,第4週,,0.42億,0.11億,100
2025,シンシン SING SING,103060,第5週,,0.45億,,100
2025,シンシン SING SING,103060,第6週,,0.47億,,100
2025,シンシン SING SING,103060,第7週,,0.48億,,100
2025,シンシン SING SING,103060,第8週,,0.48億,,100
2025,シンシン SING SING,103060,第9週,,0.49億,,100
2025,シンシン SING SING,103060,第10週,,0.50億,,100
2025,シンシン SING SING,103060,第11週,,0.51億,,100
2025,シンシン SING SING,103060,第12週,,0.52億,,100
2025,シンシン SING SING,103060,第13週,,0.52億,,100
2025,知らないカノジョ,101306,第1週,1.58億,1.58億,1.58億,100
2025,知らないカノジョ,101306,第2週,0.80億,3.21億,1.63億,100
2025,知らないカノジョ,101306,第3週,,4.32億,1.11億,100
2025,知らないカノジョ,101306,第4週,,5.10億,0.78億,100
2025,知らないカノジョ,101306,第5週,,5.60億,0.50億,100
2025,知らないカノジョ,101306,第6週,,5.93億,0.33億,100
2025,知らないカノジョ,101306,第7週,,6.09億,0.16億,100
2025,知らないカノジョ,101306,第8週,,6.18億,,100
2025,知らないカノジョ,101306,第9週,,6.23億,,100
2025,知らないカノジョ,101306,第10週,,6.28億,,100
2025,知らないカノジョ,101306,第11週,,6.29億,,100
2025,知らないカノジョ,101306,第12週,,6.30億,,100
2025,知らないカノジョ,101306,第13週,,6.30億,,100
2025,Dane-ye anjir-e ma`abed,101711,第2週,,0.17億,0.11億,67
2025,Dane-ye anjir-e ma`abed,101711,第3週,,0.22億,,67
2025,Dane-ye anjir-e ma`abed,101711,第4週,,0.26億,,67
2025,Dane-ye anjir-e ma`abed,101711,第5週,,0.28億,,67
2025,Dane-ye anjir-e ma`abed,101711,第6週,,0.29億,,67
2025,Dane-ye anjir-e ma`abed,101711,第7週,,0.30億,,67
2025,Dane-ye anjir-e ma`abed,101711,第8週,,0.31億,,67
2025,Dane-ye anjir-e ma`abed,101711,第9週,,0.32億,,67
2025,Dane-ye anjir-e ma`abed,101711,第10週,,0.33億,,67
2025,Dane-ye anjir-e ma`abed,101711,第11週,,0.33億,,67
2025,Dane-ye anjir-e ma`abed,101711,第12週,,0.33億,,67
2025,BLUE FIGHT～蒼き若者たちのブレイキングダウン～,102588,第1週,0.35億,0.35億,0.35億,96
2025,BLUE FIGHT～蒼き若者たちのブレイキングダウン～,102588,第2週,,0.63億,0.28億,96
2025,BLUE FIGHT～蒼き若者たちのブレイキングダウン～,102588,第3週,,0.78億,0.15億,96
2025,BLUE FIGHT～蒼き若者たちのブレイキングダウン～,102588,第4週,,0.83億,,96
2025,BLUE FIGHT～蒼き若者たちのブレイキングダウン～,102588,第5週,,0.84億,,96
2025,エマニュエル,102495,第1週,,0.12億,0.12億,100
2025,エマニュエル,102495,第2週,,0.20億,,100
2025,エマニュエル,102495,第3週,,0.23億,,100
2025,エマニュエル,102495,第4週,,0.24億,,100
2025,28年後...,103066,第1週,0.97億,0.97億,0.97億,80
2025,28年後...,103066,第2週,0.31億,1.79億,0.82億,80
2025,28年後...,103066,第3週,,2.12億,0.33億,80
2025,女神降臨 After,102577,第1週,,0.78億,0.78億,100
2025,女神降臨 After,102577,第2週,,1.00億,0.22億,100
2025,女神降臨 After,102577,第3週,,1.16億,0.16億,100
2025,女神降臨 After,102577,第4週,,1.24億,,100
2025,女神降臨 Before,102576,第1週,0.49億,0.75億,0.75億,100
2025,女神降臨 Before,102576,第2週,,1.63億,0.87億,100
2025,女神降臨 Before,102576,第3週,,2.15億,0.52億,100
2025,女神降臨 Before,102576,第4週,,2.34億,0.20億,100
2025,女神降臨 Before,102576,第5週,,2.44億,,100
2025,女神降臨 Before,102576,第6週,,2.54億,,100
2025,女神降臨 Before,102576,第7週,,2.62億,,100
2025,366日,102311,第1週,1.50億,2.33億,2.33億,100
2025,366日,102311,第2週,2.03億,5.62億,3.29億,100
2025,366日,102311,第3週,2.42億,9.72億,4.10億,100
2025,366日,102311,第4週,2.25億,13.7億,3.99億,100
2025,366日,102311,第5週,1.50億,16.8億,3.04億,100
2025,366日,102311,第6週,1.19億,19.4億,2.68億,100
2025,366日,102311,第7週,0.95億,21.6億,2.21億,100
2025,366日,102311,第8週,0.66億,22.8億,1.16億,100
2025,366日,102311,第9週,,23.8億,0.96億,100
2025,366日,102311,第10週,,24.5億,0.77億,100
2025,366日,102311,第11週,,25.0億,0.48億,100
2025,366日,102311,第12週,,25.3億,0.31億,100
2025,366日,102311,第13週,,25.5億,0.19億,100
2025,366日,102311,第14週,,25.6億,,100
2025,366日,102311,第15週,,25.7億,,100
2025,366日,102311,第16週,,25.7億,,100
2025,366日,102311,第17週,,25.7億,,100
,名探偵コナン vs. 怪盗キッド,10086,第 1 週,1.89億,1.89億,1.89億,93
,名探偵コナン vs. 怪盗キッド,10086,第 2 週,0.82億,3.72億,1.82億,93
,名探偵コナン vs. 怪盗キッド,10086,第 3 週,,4.69億,0.97億,93
,名探偵コナン vs. 怪盗キッド,10086,第 4 週,,5.26億,0.58億,93
,名探偵コナン vs. 怪盗キッド,10086,第 5 週,,5.60億,0.34億,93
,名探偵コナン vs. 怪盗キッド,10086,第 7 週,,6.08億,,93
,名探偵コナン vs. 怪盗キッド,10086,第 8 週,,6.25億,0.17億,93
1953,ボクの妻と結婚してください。,48442,第 1 週,0.90億,0.91億,0.91億,100
1953,ボクの妻と結婚してください。,48442,第 2 週,0.61億,2.68億,1.77億,100
1953,わたしの幸せな結婚,48442,第 1 週,6.54億,6.54億,6.54億,100
1953,わたしの幸せな結婚,48442,第 2 週,2.62億,12.7億,6.17億,100
1953,わたしの幸せな結婚,48442,第 3 週,2.05億,18.1億,5.40億,100
1953,わたしの幸せな結婚,48442,第 4 週,1.40億,21.2億,3.11億,100
1953,わたしの幸せな結婚,48442,第 5 週,0.98億,23.2億,1.98億,100
1953,わたしの幸せな結婚,48442,第 6 週,0.56億,24.4億,1.21億,100
1953,わたしの幸せな結婚,48442,第 7 週,0.38億,25.2億,0.82億,100
1953,わたしの幸せな結婚,48442,第 8 週,0.42億,26.2億,0.98億,100
1953,わたしの幸せな結婚,48442,第 9 週,,26.7億,0.48億,100
1953,わたしの幸せな結婚,48442,第 10 週,,27.1億,0.37億,100
1953,わたしの幸せな結婚,48442,第 11 週,,27.3億,0.28億,100
1979,1ST KISS ファーストキス,104085,第 1 週,2.54億,2.54億,2.54億,75
1979,1ST KISS ファーストキス,104085,第 2 週,2.42億,7.80億,5.25億,75
1979,1ST KISS ファーストキス,104085,第 3 週,2.55億,13.4億,5.61億,75
1979,1ST KISS ファーストキス,104085,第 4 週,2.04億,16.7億,3.34億,75
1979,1ST KISS ファーストキス,104085,第 5 週,1.56億,19.7億,3.00億,75
1979,1ST KISS ファーストキス,104085,第 6 週,1.22億,22.0億,2.29億,75
1979,1ST KISS ファーストキス,104085,第 7 週,0.80億,23.8億,1.78億,75
1979,1ST KISS ファーストキス,104085,第 8 週,0.74億,25.2億,1.40億,75
1979,1ST KISS ファーストキス,104085,第 9 週,0.49億,26.2億,0.99億,75
1979,1ST KISS ファーストキス,104085,第 10 週,0.41億,26.9億,0.69億,75
1979,1ST KISS ファーストキス,104085,第 11 週,0.26億,27.4億,0.50億,75
1979,1ST KISS ファーストキス,104085,第 12 週,0.18億,27.7億,0.36億,75
1979,1ST KISS ファーストキス,104085,第 13 週,,28.3億,0.55億,75
1988,AKIRA,34459,第 7 週,,,,100
1988,AKIRA,34459,第 9 週,,0.30億,,100
1988,AKIRA,34459,第 10 週,,,,100
1988,AKIRA,34459,第 11 週,,,,100
1988,AKIRA,34459,第 12 週,,1.06億,,100
1988,AKIRA,34459,第 13 週,,1.21億,0.15億,100
1988,AKIRA,34459,第 14 週,,1.37億,0.15億,100
1997,もののけ姫,30139,第 1 週,,2.10億,2.10億,100
1997,もののけ姫,30139,第 2 週,0.91億,3.01億,,100
1997,もののけ姫,30139,第 3 週,0.83億,4.74億,1.73億,100
1997,もののけ姫,30139,第 4 週,0.51億,5.97億,1.23億,100
1997,もののけ姫,30139,第 5 週,0.36億,7.02億,1.05億,100
1997,もののけ姫,30139,第 6 週,0.27億,7.66億,0.65億,100
1997,もののけ姫,30139,第 7 週,0.15億,8.13億,0.46億,100
2001,100日間生きたワニ,51480,第 1 週,,0.22億,0.22億,67
2001,100日間生きたワニ,51480,第 3 週,,0.49億,,67
2002,トリック　劇場版２,1716,第 1 週,4.32億,4.32億,4.32億,88
2002,トリック　劇場版２,1716,第 2 週,3.03億,10.0億,5.70億,88
2002,トリック　劇場版２,1716,第 3 週,2.04億,13.9億,3.84億,88
2002,トリック　劇場版２,1716,第 4 週,1.65億,16.9億,3.03億,88
2002,トリック　劇場版２,1716,第 5 週,1.03億,18.8億,1.91億,88
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 1 週,9.72億,9.72億,9.72億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 2 週,6.73億,25.0億,15.3億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 3 週,5.37億,36.6億,11.6億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 4 週,3.26億,46.0億,9.37億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 5 週,2.92億,52.5億,6.52億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 6 週,1.93億,57.2億,4.73億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 7 週,2.22億,63.4億,6.18億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 8 週,0.95億,66.8億,3.36億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 9 週,0.82億,68.8億,2.02億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 10 週,0.48億,70.1億,1.33億,100
2003,踊る大捜査線 THE MOVIE3　～ヤツらを解放せよ！～,1138,第 11 週,0.33億,71.0億,0.85億,100
2003,座頭市 THE LAST,1222,第 1 週,0.85億,0.85億,0.85億,100
2003,座頭市 THE LAST,1222,第 2 週,0.51億,2.57億,1.71億,100
2003,風の谷のナウシカ,87934,第 1 週,,,,80
2003,風の谷のナウシカ,87934,第 1 週,,,,80
2003,風の谷のナウシカ,87934,第 2 週,,,,80
2003,風の谷のナウシカ,87934,第 3 週,0.38億,,,80
2003,風の谷のナウシカ,87934,第 4 週,0.26億,5.96億,,80
2003,風の谷のナウシカ,87934,第 5 週,0.20億,6.43億,0.47億,80
2003,風の谷のナウシカ,87934,第 6 週,0.11億,6.77億,0.34億,80
2004,ハウルの動く城,1434,第 1 週,14.8億,14.8億,14.8億,100
2004,ハウルの動く城,1434,第 2 週,12.5億,47.5億,32.7億,100
2004,ハウルの動く城,1434,第 3 週,10.1億,67.9億,20.3億,100
2004,ハウルの動く城,1434,第 4 週,9.53億,84.5億,16.6億,100
2004,ハウルの動く城,1434,第 7 週,7.04億,128.8億,,100
2004,ハウルの動く城,1434,第 8 週,6.45億,152.4億,23.5億,100
2004,ハウルの動く城,1434,第 9 週,3.43億,157.6億,5.29億,100
2004,ハウルの動く城,1434,第 10 週,3.10億,164.2億,6.51億,100
2004,ハウルの動く城,1434,第 11 週,2.53億,168.5億,4.37億,100
2004,ハウルの動く城,1434,第 12 週,1.88億,172.3億,3.79億,100
2004,ハウルの動く城,1434,第 13 週,1.89億,177.0億,4.71億,100
2004,ハウルの動く城,1434,第 14 週,1.26億,178.9億,1.92億,100
2004,ハウルの動く城,1434,第 15 週,1.13億,181.1億,2.12億,100
2004,ハウルの動く城,1434,第 16 週,0.83億,182.8億,1.72億,100
2004,ハウルの動く城,1434,第 17 週,0.66億,185.2億,2.43億,100
2004,ハウルの動く城,1434,第 18 週,0.59億,186.5億,1.28億,100
2004,ハウルの動く城,1434,第 19 週,0.52億,194.3億,7.75億,100
2004,いま、会いにゆきます,41168,第 1 週,3.00億,3.00億,3.00億,100
2004,いま、会いにゆきます,41168,第 2 週,2.91億,10.4億,7.40億,100
2004,いま、会いにゆきます,41168,第 3 週,3.50億,17.1億,6.73億,100
2004,いま、会いにゆきます,41168,第 4 週,2.76億,23.3億,6.18億,100
2004,いま、会いにゆきます,41168,第 5 週,2.38億,29.8億,6.52億,100
2004,いま、会いにゆきます,41168,第 6 週,1.79億,34.2億,4.38億,100
2004,いま、会いにゆきます,41168,第 7 週,1.59億,37.6億,3.38億,100
2004,いま、会いにゆきます,41168,第 10 週,0.52億,44.0億,,100
2004,いま、会いにゆきます,41168,第 11 週,0.58億,46.6億,2.55億,100
2004,NINXNIN 忍者ハットリくん THE MOVIE,41053,第 1 週,3.05億,3.05億,3.05億,96
2004,NINXNIN 忍者ハットリくん THE MOVIE,41053,第 2 週,2.85億,5.90億,2.85億,96
2004,NINXNIN 忍者ハットリくん THE MOVIE,41053,第 3 週,1.85億,12.3億,6.36億,96
2004,NINXNIN 忍者ハットリくん THE MOVIE,41053,第 4 週,1.28億,15.0億,2.78億,96
2004,NINXNIN 忍者ハットリくん THE MOVIE,41053,第 5 週,0.80億,17.1億,2.05億,96
2004,NINXNIN 忍者ハットリくん THE MOVIE,41053,第 6 週,0.34億,18.1億,1.05億,96
2004,劇場版ポケットモンスター／アドバンスジェネレーション　裂空の訪問者デオキシス,41027,第 1 週,5.00億,5.00億,5.00億,95
2004,劇場版ポケットモンスター／アドバンスジェネレーション　裂空の訪問者デオキシス,41027,第 2 週,2.96億,13.7億,8.69億,95
2004,劇場版ポケットモンスター／アドバンスジェネレーション　裂空の訪問者デオキシス,41027,第 3 週,2.89億,21.3億,7.57億,95
2004,劇場版ポケットモンスター／アドバンスジェネレーション　裂空の訪問者デオキシス,41027,第 4 週,1.84億,27.0億,5.77億,95
2004,劇場版ポケットモンスター／アドバンスジェネレーション　裂空の訪問者デオキシス,41027,第 5 週,2.06億,33.4億,6.41億,95
2004,劇場版ポケットモンスター／アドバンスジェネレーション　裂空の訪問者デオキシス,41027,第 6 週,1.34億,37.8億,4.33億,95
2004,スチームボーイ,1672,第 1 週,1.58億,1.58億,1.58億,100
2004,スチームボーイ,1672,第 2 週,0.90億,4.45億,2.87億,100
2004,スチームボーイ,1672,第 3 週,0.86億,6.27億,1.82億,100
2004,スチームボーイ,1672,第 4 週,0.48億,7.61億,1.33億,100
2004,スチームボーイ,1672,第 5 週,0.55億,9.12億,1.51億,100
2004,海猿 ウミザル,41011,第 1 週,2.16億,2.16億,2.16億,100
2004,海猿 ウミザル,41011,第 2 週,1.81億,6.18億,4.01億,100
2004,海猿 ウミザル,41011,第 4 週,1.15億,12.4億,,100
2004,海猿 ウミザル,41011,第 5 週,0.85億,14.4億,2.04億,100
2004,世界の中心で、愛をさけぶ,40992,第 1 週,6.27億,6.27億,6.27億,100
2004,世界の中心で、愛をさけぶ,40992,第 2 週,5.75億,17.4億,11.2億,100
2004,世界の中心で、愛をさけぶ,40992,第 3 週,5.22億,27.9億,10.5億,100
2004,世界の中心で、愛をさけぶ,40992,第 4 週,5.21億,38.3億,10.4億,100
2004,世界の中心で、愛をさけぶ,40992,第 5 週,4.50億,49.2億,10.9億,100
2004,世界の中心で、愛をさけぶ,40992,第 6 週,3.62億,55.4億,6.15億,100
2004,世界の中心で、愛をさけぶ,40992,第 7 週,3.02億,61.5億,6.07億,100
2004,世界の中心で、愛をさけぶ,40992,第 9 週,1.90億,70.6億,,100
2004,世界の中心で、愛をさけぶ,40992,第 10 週,1.36億,73.2億,2.61億,100
2004,世界の中心で、愛をさけぶ,40992,第 11 週,0.78億,76.0億,2.73億,100
2004,世界の中心で、愛をさけぶ,40992,第 12 週,0.50億,77.8億,1.81億,100
2004,世界の中心で、愛をさけぶ,40992,第 13 週,0.53億,78.3億,0.51億,100
2004,世界の中心で、愛をさけぶ,40992,第 14 週,0.38億,79.4億,1.12億,100
2004,世界の中心で、愛をさけぶ,40992,第 15 週,0.49億,80.7億,1.32億,100
2004,名探偵コナン　銀翼の奇術師（マジシャン）,40984,第 1 週,4.01億,4.01億,4.01億,92
2004,名探偵コナン　銀翼の奇術師（マジシャン）,40984,第 2 週,2.80億,8.18億,4.16億,92
2004,名探偵コナン　銀翼の奇術師（マジシャン）,40984,第 3 週,3.52億,14.4億,6.25億,92
2004,名探偵コナン　銀翼の奇術師（マジシャン）,40984,第 4 週,1.42億,24.0億,9.53億,92
2004,名探偵コナン　銀翼の奇術師（マジシャン）,40984,第 5 週,1.05億,24.6億,0.65億,92
2004,名探偵コナン　銀翼の奇術師（マジシャン）,40984,第 6 週,0.61億,25.3億,0.71億,92
2004,クレヨンしんちゃん　嵐を呼ぶ！夕日のカスカベボーイズ,40985,第 1 週,2.20億,2.20億,2.20億,92
2004,クレヨンしんちゃん　嵐を呼ぶ！夕日のカスカベボーイズ,40985,第 2 週,1.67億,6.39億,4.19億,92
2004,クレヨンしんちゃん　嵐を呼ぶ！夕日のカスカベボーイズ,40985,第 3 週,1.81億,7.25億,0.86億,92
